Item_Fat_Content;Item_Identifier;Item_Type;Outlet_Establishment_Year;Outlet_Identifier;Outlet_Location_Type;Outlet_Size;Outlet_Type;Item_Visibility;Item_Weight;Total_Sales;Rating
Regular;FDX10;"Snack Foods";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.124410284;6.385;34.3874;5
"LOW Fat";DRF49;"Soft Drinks";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.071064499;7.27;114.4518;5
"LOW Fat";FDA23;"Baking Goods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.047178116;9.8;99.4016;5
"LOW Fat";FDR60;"Baking Goods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.130390458;14.3;77.2328;5
"LOW Fat";FDN60;"Baking Goods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.095140088;15.1;159.9604;5
"LOW Fat";FDU48;"Baking Goods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.055347985;18.85;131.5284;5
"LOW Fat";FDG60;"Baking Goods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.060688248;20.35;234.2616;5
"LOW Fat";FDU11;Breads;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.092576144;4.785;121.0098;5
"LOW Fat";FDT49;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.151376958;7;108.228;5
"LOW Fat";FDS37;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.031938828;7.655;114.1492;5
"LOW Fat";FDK50;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.028357839;7.96;163.2894;5
"LOW Fat";FDG26;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.042641788;18.85;257.833;5
"LOW Fat";FDD14;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.169776346;20.7;184.4266;5
"LOW Fat";FDK41;"Frozen Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.127517605;14.3;86.0224;5
"LOW Fat";FDD16;"Frozen Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.036346224;20.5;72.9696;5
"LOW Fat";FDZ44;"Fruits and Vegetables";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.038721734;8.185;115.8808;5
"LOW Fat";FDO44;"Fruits and Vegetables";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.087436672;12.6;109.9228;5
"LOW Fat";DRL11;"Hard Drinks";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.048009081;10.5;157.0946;5
"LOW Fat";NCU17;"Health and Hygiene";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.092865746;5.32;100.6674;5
"LOW Fat";NCL41;"Health and Hygiene";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.041729735;12.35;36.3216;5
"LOW Fat";NCS53;"Health and Hygiene";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.089761211;14.5;159.4604;5
"LOW Fat";NCV17;"Health and Hygiene";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.016104504;18.85;130.2626;5
"LOW Fat";NCO14;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.029638267;9.6;42.6086;5
"LOW Fat";NCU18;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.055829496;15.1;140.2496;5
"LOW Fat";NCI54;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.033592687;15.2;108.1912;5
"LOW Fat";NCQ50;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0;18.75;213.3218;5
"LOW Fat";NCC18;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.177236497;19.1;172.3422;5
"LOW Fat";NCQ38;Others;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.013363902;16.35;106.128;5
"LOW Fat";FDL10;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.039484739;8.395;97.9042;5
"LOW Fat";FDE34;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.107870997;9.195;181.2634;5
"LOW Fat";FDL46;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.054046706;20.35;119.5466;5
"LOW Fat";FDH10;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.049295686;21;194.4478;5
"LOW Fat";DRE60;"Soft Drinks";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.159304333;9.395;226.172;5
"LOW Fat";DRD60;"Soft Drinks";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.03722507;15.7;182.4634;5
Regular;FDR36;"Baking Goods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.121563385;6.715;43.7454;5
Regular;FDL24;"Baking Goods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.024891881;10.3;170.9422;5
Regular;FDM36;"Baking Goods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.058719726;11.65;171.1422;5
Regular;FDD26;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.072141818;8.71;183.3924;5
Regular;FDI02;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.11454343;15.7;113.7202;5
Regular;FDE04;"Frozen Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.018019662;19.75;181.566;5
Regular;FDQ08;"Fruits and Vegetables";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.018926773;15.7;60.2536;5
Regular;FDV20;"Fruits and Vegetables";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.059790095;20.2;127.4678;5
Regular;FDW03;Meat;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.024536636;5.63;106.1306;5
Regular;FDX51;Meat;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.022054553;9.5;195.4452;5
Regular;FDR03;Meat;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.008734284;15.7;207.898;5
Regular;FDW21;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.005962753;5.34;102.4358;5
Regular;FDJ58;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.105276162;15.6;173.2764;5
"LOW Fat";FDR48;"Baking Goods";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.220111117;11.65;153.0024;5
"LOW Fat";FDO16;"Frozen Foods";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.02528802;5.48;83.325;5
"LOW Fat";FDE53;"Frozen Foods";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.044991876;10.895;107.228;5
"LOW Fat";FDV31;"Fruits and Vegetables";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.178622919;9.8;177.937;5
"LOW Fat";FDF32;"Fruits and Vegetables";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.113953562;16.35;198.2426;5
"LOW Fat";DRN35;"Hard Drinks";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.117580062;8.01;36.6532;5
"LOW Fat";NCQ17;"Health and Hygiene";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.195721125;10.3;156.463;5
"LOW Fat";NCQ41;"Health and Hygiene";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.032606181;14.8;193.5794;5
"LOW Fat";NCN06;Household;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.20168772;8.39;162.8868;5
"LOW Fat";NCF30;Household;2011;OUT010;"Tier 3";Medium;"Grocery Store";0.211306673;17;125.1362;5
"LOW Fat";FDQ39;Meat;2011;OUT010;"Tier 3";High;"Grocery Store";0.13564792;14.8;190.8846;5
"LOW Fat";FDL45;"Snack Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.063081713;15.6;125.7704;5
"LOW Fat";FDR10;"Snack Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.016804724;17.6;163.4552;5
"LOW Fat";FDZ09;"Snack Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.175545889;17.6;163.6868;5
"LOW Fat";DRJ13;"Soft Drinks";2011;OUT010;"Tier 3";High;"Grocery Store";0.105265475;12.65;159.9578;5
"LOW Fat";DRD24;"Soft Drinks";2011;OUT010;"Tier 3";High;"Grocery Store";0.051544658;13.85;142.5154;5
"LOW Fat";DRH25;"Soft Drinks";2011;OUT010;"Tier 3";High;"Grocery Store";0.02442574;18.7;52.9324;5
Regular;FDC60;"Baking Goods";2011;OUT010;"Tier 3";High;"Grocery Store";0.191603334;5.425;87.0514;5
Regular;FDJ36;"Baking Goods";2011;OUT010;"Tier 3";High;"Grocery Store";0.214681063;14.5;102.7332;5
Regular;FDU47;Breads;2011;OUT010;"Tier 3";High;"Grocery Store";0.190569038;12.8;138.7838;5
Regular;FDA03;Dairy;2011;OUT010;"Tier 3";High;"Grocery Store";0.076097035;18.5;145.8102;5
Regular;FDY40;"Frozen Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.143670179;15.5;48.4692;5
Regular;FDZ16;"Frozen Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.267565911;16.85;194.1478;5
Regular;FDW07;"Fruits and Vegetables";2011;OUT010;"Tier 3";High;"Grocery Store";0.238831875;18;88.2514;5
"LOW Fat";FDW23;"Baking Goods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.081944045;5.765;36.7164;5
"LOW Fat";FDW59;Breads;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.020698674;13.15;86.3566;5
"LOW Fat";DRF27;Dairy;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.028393624;8.93;153.434;5
"LOW Fat";FDB15;Dairy;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.136696892;10.895;264.5568;5
"LOW Fat";FDG16;"Frozen Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.089742065;15.25;213.7192;5
"LOW Fat";FDJ04;"Frozen Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.124348482;18;118.3124;5
"LOW Fat";FDJ32;"Fruits and Vegetables";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.057744249;10.695;61.2536;5
"LOW Fat";FDM56;"Fruits and Vegetables";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.070133177;16.7;109.8912;5
"LOW Fat";FDB45;"Fruits and Vegetables";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.021312043;20.85;104.9306;5
"LOW Fat";DRJ23;"Hard Drinks";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.041634206;18.35;188.1872;5
"LOW Fat";NCN06;Household;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.120396991;8.39;163.4868;5
"LOW Fat";NCF43;Household;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.05190268;8.51;142.247;5
"LOW Fat";NCG07;Household;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.052458358;12.3;188.753;5
"LOW Fat";NCB55;Household;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.160529322;15.7;59.2562;5
"LOW Fat";NCN30;Household;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.016979063;16.35;97.441;5
"LOW Fat";FDF22;"Snack Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.056783389;6.865;214.5218;5
"LOW Fat";FDQ10;"Snack Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.03315162;12.85;170.6422;5
"LOW Fat";DRK13;"Soft Drinks";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.11507174;11.8;198.2084;5
"LOW Fat";DRL37;"Soft Drinks";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.053327763;15.5;44.477;5
Regular;FDL38;Canned;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.014720848;13.8;89.9172;5
Regular;FDV13;Canned;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.02758789;17.35;86.1856;5
Regular;FDX04;"Frozen Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.041536962;19.6;46.0376;5
Regular;FDF53;"Frozen Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.083536989;20.75;180.3318;5
Regular;FDD21;"Fruits and Vegetables";2000;OUT013;"Tier 3";High;"Supermarket Type1";0;10.3;115.0176;5
Regular;FDO20;"Fruits and Vegetables";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.152001201;12.85;252.3382;5
Regular;FDC21;"Fruits and Vegetables";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.042923071;14.6;109.8254;5
Regular;FDV19;"Fruits and Vegetables";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.035227697;14.85;159.5578;5
Regular;FDW43;"Fruits and Vegetables";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.022406575;20.1;225.9036;5
Regular;FDO46;"Snack Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.014200671;9.6;187.1872;5
Regular;FDT10;"Snack Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.061992874;16.7;60.9562;5
Regular;FDB23;"Starchy Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.005583951;19.2;226.9062;5
"LOW Fat";FDN60;"Baking Goods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.095545715;15.1;157.3604;5
"LOW Fat";FDU23;Breads;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.021811987;12.15;163.6184;5
"LOW Fat";FDM13;Breakfast;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.063432676;6.425;132.8626;5
"LOW Fat";FDB50;Canned;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.154244343;13;77.9986;5
"LOW Fat";FDC04;Dairy;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.045168898;15.6;242.9854;5
"LOW Fat";DRF03;Dairy;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.045492697;19.1;40.3138;5
"LOW Fat";FDG53;"Frozen Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.046043736;10;140.618;5
"LOW Fat";FDP16;"Frozen Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.039454924;18.6;244.0802;5
"LOW Fat";FDE08;"Fruits and Vegetables";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.049520593;18.2;147.3734;5
"LOW Fat";FDQ44;"Fruits and Vegetables";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.036287517;20.5;121.2756;5
"LOW Fat";DRJ47;"Hard Drinks";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.044430561;18.25;174.208;5
"LOW Fat";NCO05;"Health and Hygiene";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.046749112;7.27;100.4384;5
"LOW Fat";NCB54;"Health and Hygiene";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.050256604;8.76;127.3336;5
"LOW Fat";NCJ29;"Health and Hygiene";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.035336287;10.6;87.0224;5
"LOW Fat";NCE06;Household;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.091857904;5.825;160.7894;5
"LOW Fat";NCP14;Household;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.110739031;8.275;103.3306;5
"LOW Fat";NCH06;Household;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.076866235;12.3;247.146;5
"LOW Fat";NCH55;Household;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.034813556;16.35;128.402;5
"LOW Fat";NCN42;Household;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.014280554;20.25;148.0418;5
"LOW Fat";FDM03;Meat;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.123531974;12.65;108.2938;5
"LOW Fat";FDK55;Meat;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.02586664;18.5;88.9172;5
"LOW Fat";FDU39;Meat;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.036184755;18.85;58.5562;5
"LOW Fat";NCO07;Others;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.009816092;9.06;211.856;5
"LOW Fat";FDF22;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.057062186;6.865;212.0218;5
"LOW Fat";FDI46;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.074648119;9.5;253.3724;5
"LOW Fat";FDD22;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.100055625;10;113.3544;5
"LOW Fat";FDZ45;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.067148407;14.1;200.4084;5
"LOW Fat";FDT45;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.057546914;15.85;55.8956;5
"LOW Fat";FDL34;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.041112694;16;139.9496;5
"LOW Fat";FDA45;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.156012631;21.25;177.337;5
"LOW Fat";DRI01;"Soft Drinks";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0;7.97;172.0422;5
"LOW Fat";DRJ13;"Soft Drinks";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.063146492;12.65;159.6578;5
Regular;FDU47;Breads;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.114318263;12.8;142.2838;5
Regular;FDB02;Canned;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.029283081;9.695;175.137;5
Regular;FDM50;Canned;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.030211742;13;59.322;5
Regular;FDC14;Canned;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0;14.5;41.0454;5
Regular;FDH50;Canned;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.162093059;15;182.5266;5
Regular;FDD52;Dairy;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.184041545;18.25;110.157;5
Regular;FDH04;"Frozen Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.011419301;6.115;91.0488;5
Regular;FDH56;"Fruits and Vegetables";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.06407717;9.8;116.7492;5
Regular;FDX31;"Fruits and Vegetables";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.014885998;20.35;234.4958;5
Regular;FDO51;Meat;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.042153502;6.785;44.0112;5
Regular;FDV22;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.009979271;14.85;155.763;5
Regular;FDJ21;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.038685176;16.7;146.6102;5
Regular;FDP49;Breakfast;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.069196376;9;54.3614;5
Regular;FDG35;"Starchy Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.00704098;21.2;173.5738;5
"LOW Fat";FDR21;"Snack Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.066935459;19.7;177.537;5
Regular;FDQ36;"Baking Goods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0;7.855;38.3848;5
Regular;FDE20;"Fruits and Vegetables";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.005530516;11.35;171.179;5
Regular;FDO20;"Fruits and Vegetables";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0;12.85;252.3382;5
"LOW Fat";FDZ20;"Fruits and Vegetables";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.034376537;16.1;256.1356;5
"LOW Fat";FDK38;Canned;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.053279839;6.65;147.7734;5
"LOW Fat";NCN53;"Health and Hygiene";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.050808821;5.175;33.6874;5
Regular;FDN04;"Frozen Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.014075334;11.8;176.8344;5
"LOW Fat";NCP42;Household;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.016176344;8.51;192.1478;5
Regular;FDY11;"Baking Goods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.029680868;6.71;65.0142;5
Regular;FDW57;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.115857223;8.31;179.1028;5
"LOW Fat";NCN07;Others;2011;OUT010;"Tier 3";Small;"Grocery Store";0.056816465;18.5;132.1284;5
Regular;FDP28;"Frozen Foods";2011;OUT010;"Tier 3";Small;"Grocery Store";0.134975628;13.65;260.0936;5
Regular;FDR52;"Frozen Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.076354362;12.65;192.1846;5
Regular;FDY56;"Fruits and Vegetables";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.062411404;16.35;225.9062;5
Regular;FDR36;"Baking Goods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.121485195;6.715;40.2454;5
Regular;FDY22;"Snack Foods";2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.160624116;16.5;143.8128;5
"LOW Fat";FDP19;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0;11.5;128.4652;5
"LOW Fat";FDF20;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.033271818;12.85;196.5768;5
"LOW Fat";NCB31;Household;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.118858866;6.235;263.291;5
"LOW Fat";DRE12;"Soft Drinks";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.070890602;4.59;111.686;5
"LOW Fat";DRK01;"Soft Drinks";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.061159246;7.63;92.5436;5
Regular;FDE20;"Fruits and Vegetables";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.005539114;11.35;167.879;5
Regular;FDJ34;"Snack Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.093801337;11.8;126.0704;5
"LOW Fat";NCV41;"Health and Hygiene";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.017038777;14.35;112.5228;5
"LOW Fat";NCM19;Others;2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.047237246;12.65;112.5202;5
Regular;FDP31;"Fruits and Vegetables";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.161504957;21.1;65.0168;5
Regular;FDQ45;"Snack Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.010917052;9.5;185.3608;5
Regular;FDO21;"Snack Foods";2010;OUT046;"Tier 1";Small;"Supermarket Type1";0.009763021;11.6;226.2404;5
"LOW Fat";FDQ24;"Baking Goods";2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.073816097;15.7;253.4724;5
"LOW Fat";FDD14;Canned;2015;OUT045;"Tier 2";Medium;"Supermarket Type1";0.170152831;20.7;182.6266;5
"LOW Fat";NCC54;"Health and Hygiene";2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.097909084;17.75;242.1196;5
"LOW Fat";FDZ40;"Frozen Foods";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.040410039;8.935;52.9298;5
"LOW Fat";NCM07;Others;2020;OUT017;"Tier 2";High;"Supermarket Type1";0.040187877;9.395;85.6908;5
"LOW Fat";NCP50;Others;2020;OUT017;"Tier 2";High;"Supermarket Type1";0.020676141;17.35;80.6618;5
"LOW Fat";NCJ31;Others;2020;OUT017;"Tier 2";High;"Supermarket Type1";0.183686937;19.2;241.8196;5
"LOW Fat";FDF46;"Snack Foods";2020;OUT017;"Tier 2";High;"Supermarket Type1";0.094201018;7.07;115.8834;5
Regular;FDJ36;"Baking Goods";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.128520186;14.5;101.4332;5
Regular;FDZ13;Canned;2015;OUT045;"Tier 2";High;"Supermarket Type1";0.153806271;7.84;51.335;5
Regular;FDZ32;"Fruits and Vegetables";2015;OUT045;"Tier 2";High;"Supermarket Type1";0.038210084;7.785;103.8964;5
Regular;FDY40;"Frozen Foods";2020;OUT017;"Tier 2";High;"Supermarket Type1";0.086320509;15.5;48.1692;5
"LOW Fat";NCM06;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.075713578;7.475;156.4656;5
"LOW Fat";FDK24;"Baking Goods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.101275792;9.195;46.4744;5
"LOW Fat";NCL05;"Health and Hygiene";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.047888606;19.6;42.277;5
"LOW Fat";NCA29;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.027271252;10.5;171.6106;5
"LOW Fat";NCP30;Household;2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.032762495;20.5;40.0822;5
"LOW Fat";FDX58;"Snack Foods";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.073251428;13.15;181.695;5
"LOW Fat";FDW24;"Baking Goods";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.062762374;6.8;50.4034;5
"LOW Fat";FDH48;"Baking Goods";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.101231721;13.5;86.254;5
"LOW Fat";FDF20;"Fruits and Vegetables";2011;OUT010;"Tier 3";Medium;"Grocery Store";0.055603753;12.85;195.6768;5
"LOW Fat";FDE22;"Snack Foods";2011;OUT010;"Tier 3";High;"Grocery Store";0.049498821;9.695;158.792;5
"LOW Fat";FDK55;Meat;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.025740259;18.5;89.4172;5
Regular;FDR11;Breads;2000;OUT013;"Tier 3";High;"Supermarket Type1";0.142419608;10.5;161.1578;5
Regular;DRC01;"Soft Drinks";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.019184026;5.92;50.3692;5
Regular;FDE11;"Starchy Foods";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.13498355;17.7;184.4924;5
"LOW Fat";FDW50;Dairy;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.075885921;13.1;165.1158;5
"LOW Fat";DRJ39;Dairy;2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.036474041;20.25;218.3482;5
"LOW Fat";FDJ46;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.04500603;11.1;174.0054;5
"LOW Fat";DRD24;"Soft Drinks";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.030920531;13.85;141.0154;5
Regular;FDR20;"Fruits and Vegetables";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0.028238317;20;46.3744;5
Regular;FDS33;"Snack Foods";2022;OUT018;"Tier 3";Medium;"Supermarket Type2";0;6.67;90.5514;5
"LOW Fat";FDS12;"Baking Goods";2020;OUT017;"Tier 2";Small;"Supermarket Type1";0.175103435;9.1;127.5362;5
"LOW Fat";FDR21;"Snack Foods";2017;OUT035;"Tier 2";Small;"Supermarket Type1";0.066922802;19.7;174.837;5
"LOW Fat";FDT44;"Fruits and Vegetables";2015;OUT045;"Tier 2";Small;"Supermarket Type1";0.103195401;16.6;117.8466;5
"LOW Fat";FDD08;"Fruits and Vegetables";2000;OUT013;"Tier 3";High;"Supermarket Type1";0.03532494;8.3;38.9506;5
"LOW Fat";FDK02;Canned;2020;OUT017;"Tier 2";Medium;"Supermarket Type1";0.112859454;12.5;118.344;5
"LOW Fat";FDR39;Meat;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.083929569;20.35;182.4292;5
"LOW Fat";DRI03;Dairy;2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0;6.03;175.1028;5
"LOW Fat";FDJ52;"Frozen Foods";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.017814518;7.145;159.8578;5
"LOW Fat";NCD42;"Health and Hygiene";2012;OUT049;"Tier 1";Medium;"Supermarket Type1";0.012657494;16.5;36.3506;5
